date,btc,ltc,xrp,sp,gold,bond,vix,,,,,
2019-07-19,10638.35,101.27,0.3209,2976.61,751.3,471.19,14.45,,,,,
2019-07-22,10586.71,99.69,0.3308,2985.03,751.59,471.67,13.53,,,,,
2019-07-23,10325.87,95.17,0.3209,3005.47,748.91,471.48,12.61,,,,,
2019-07-24,9854.15,89.97,0.3081,3019.56,750,472.25,12.07,,,,,
2019-07-25,9772.14,94.44,0.316,3003.67,745.34,471.96,12.74,,,,,
2019-07-26,9882.43,93.37,0.3132,3025.86,747.84,472.24,12.16,,,,,
2019-07-29,9531.77,89.77,0.3115,3020.97,748.54,472.53,12.83,,,,,
2019-07-30,9506.93,90.27,0.3098,3013.18,753.02,472.58,13.94,,,,,
2019-07-31,9595.52,90.27,0.3188,2980.38,750.98,473.61,16.12,,,,,
2019-08-01,10089.25,98.84,0.3199,2953.56,748.2,477.06,17.87,,,,,
2019-08-02,10409.79,98.84,0.3164,2932.05,761.36,477.52,17.61,,,,,
2019-08-05,10978.91,92.93,0.3194,2844.74,771.41,479.67,24.59,,,,,
2019-08-06,11807.96,96.4,0.3217,2881.77,775.48,480.35,20.17,,,,,
2019-08-07,11467.1,92.98,0.3112,2883.98,794.02,479.71,19.49,,,,,
2019-08-08,11974.28,90.54,0.3111,2938.09,788.78,480.39,16.91,,,,,
2019-08-09,11982.8,90.13,0.308,2918.65,788.31,479.66,17.97,,,,,
2019-08-12,11549.06,89.9,0.3029,2883.75,792.98,482.27,21.09,,,,,
2019-08-13,11387.41,85.78,0.3005,2926.32,791.41,481.41,17.52,,,,,
2019-08-14,10872,84.56,0.2972,2840.6,798.61,483.96,22.1,,,,,
2019-08-15,10031.89,75.79,0.2631,2847.6,800.43,485.84,21.18,,,,,
2019-08-16,10308.51,76.27,0.2642,2888.68,796.5,485.08,18.47,,,,,
2019-08-19,10326.25,76.35,0.2836,2923.65,790.36,483.52,16.88,,,,,
2019-08-20,10922.16,77.14,0.2823,2900.51,792.54,485.33,17.5,,,,,
2019-08-21,10770.76,75.08,0.2743,2924.43,792.59,485.04,15.8,,,,,
2019-08-22,10131.67,73.1,0.266,2922.95,788.86,484.56,16.68,,,,,
2019-08-23,10104.11,73.78,0.2711,2847.11,804.12,486.87,19.87,,,,,
2019-08-26,10141.75,72.15,0.2699,2878.38,804.04,486.39,19.32,,,,,
2019-08-27,10364.91,73.45,0.2702,2869.16,811.72,488.59,20.31,,,,,
2019-08-28,10175.47,72.75,0.2695,2887.94,810.35,488.7,19.35,,,,,
2019-08-29,9722.83,66.81,0.2563,2924.58,804.02,488.12,17.88,,,,,
2019-08-30,9492.81,63.5,0.2571,2926.46,800.14,488.15,18.98,,,,,
2019-09-03,10387.5,67.15,0.2616,2906.27,814.18,488.07,19.66,,,,,
2019-09-04,10625.1,69.12,0.2632,2937.78,816.57,488.68,17.33,,,,,
2019-09-05,10585.2,67.17,0.2589,2976,798.35,485.78,16.27,,,,,
