date,btc,ltc,xrp,sp,gold,bond,vix,,,,,
2016-05-18,453.25,3.996,0.006,2047.63,687.8,409.8,15.95,,,,,
2016-05-19,454.22,4.002,0.0058,2040.04,677.3,410.64,16.33,,,,,
2016-05-20,442.66,3.877,0.0062,2052.32,676.44,410.56,15.2,,,,,
2016-05-23,439.62,3.939,0.0059,2048.04,675.87,410.73,15.82,,,,,
2016-05-24,443.69,3.973,0.0058,2076.06,663.65,410.55,14.42,,,,,
2016-05-25,446.11,3.943,0.0058,2090.54,660.64,410.43,13.9,,,,,
2016-05-26,449.78,4.041,0.0056,2090.1,658.54,412.03,13.43,,,,,
2016-05-27,453.3,4.083,0.0057,2099.06,655.32,411.84,13.12,,,,,
2016-05-31,532.26,4.536,0.0058,2096.96,655.78,412.35,14.19,,,,,
2016-06-01,528.92,4.565,0.0056,2099.33,654.27,411.97,14.2,,,,,
2016-06-02,537.4,4.67,0.0058,2105.26,653.15,412.84,13.63,,,,,
2016-06-03,537.1,4.667,0.0058,2099.13,669.48,415.24,13.47,,,,,
2016-06-06,574.91,4.787,0.0058,2109.41,671.92,414.95,13.65,,,,,
2016-06-07,583.58,4.923,0.0059,2112.13,671.71,415.47,14.05,,,,,
2016-06-08,575.58,4.739,0.0058,2119.12,679.96,416.06,14.08,,,,,
2016-06-09,580.51,4.739,0.0057,2115.48,685.56,416.8,14.64,,,,,
2016-06-10,574.69,4.707,0.0057,2096.07,687.29,417.44,17.03,,,,,
2016-06-13,666.55,5.106,0.0056,2079.06,693.23,417.62,20.97,,,,,
2016-06-14,700.07,5.206,0.0058,2075.32,693.89,417.05,20.5,,,,,
2016-06-15,685.14,5.152,0.0073,2071.5,694,417.37,20.14,,,,,
2016-06-16,690.77,5.171,0.0066,2077.99,699.44,417.67,19.37,,,,,
2016-06-17,761.21,5.491,0.0066,2071.22,697.51,416.61,19.41,,,,,
2016-06-20,761.04,5.484,0.0072,2083.25,696.07,416.33,18.37,,,,,
2016-06-21,733.97,5.217,0.0065,2088.9,685.52,416,18.48,,,,,
2016-06-22,667.38,4.738,0.0058,2085.45,684.18,416.43,21.17,,,,,
2016-06-23,590.56,3.774,0.0068,2113.32,680.46,415.49,17.25,,,,,
2016-06-24,620.84,3.782,0.0063,2037.41,712.42,417.5,25.76,,,,,
2016-06-27,625.41,4.001,0.0065,2000.54,713.67,420.15,23.85,,,,,
2016-06-28,644.66,4.074,0.0063,2036.09,710.01,420.44,18.75,,,,,
2016-06-29,644.89,4.061,0.0072,2070.77,714.87,420.78,16.64,,,,,
2016-06-30,636.54,4.033,0.007,2098.86,711.48,420.64,15.63,,,,,
2016-07-01,670.02,4.16,0.0066,2102.95,721.4,422.05,14.77,,,,,
2016-07-05,675.16,4.456,0.0066,2088.55,732.03,425.03,15.58,,,,,
2016-07-06,663.67,4.364,0.0064,2099.73,736.56,424.74,14.96,,,,,
2016-07-07,672.7,4.428,0.0065,2097.9,733.87,425.39,14.76,,,,,
2016-07-08,635.25,4.069,0.0066,2129.9,731.88,426.55,13.2,,,,,
2016-07-11,647.11,4.092,0.0064,2137.16,730.94,426.03,13.54,,,,,
2016-07-12,646.71,4.07,0.0062,2152.14,719.52,424.66,13.55,,,,,
2016-07-13,670.56,4.164,0.0065,2152.43,724.02,426.12,13.04,,,,,
2016-07-14,661.15,4.137,0.0065,2163.75,717.86,424.75,12.82,,,,,
2016-07-15,657.25,4.134,0.0065,2161.74,715.3,423.43,12.67,,,,,
2016-07-18,676.33,4.139,0.0067,2166.89,716.33,423.78,12.44,,,,,
2016-07-19,670.38,4.127,0.0065,2163.78,718,424.51,11.97,,,,,
2016-07-20,671.1,4.138,0.0064,2173.02,711.04,424.12,11.77,,,,,
2016-07-21,664.4,4.105,0.0064,2165.17,717.48,424.53,12.74,,,,,
2016-07-22,664.62,4.119,0.0065,2175.03,713.52,424.69,12.02,,,,,
2016-07-25,659.29,4.048,0.0063,2168.48,711.23,424.66,12.87,,,,,
2016-07-26,654,4.031,0.0062,2169.18,711.83,424.69,13.05,,,,,
2016-07-27,654.38,3.947,0.0058,2166.58,715.16,425.81,12.83,,,,,
2016-07-28,654.54,3.959,0.006,2170.06,718.76,425.61,12.72,,,,,
2016-07-29,654.13,3.955,0.006,2173.6,727.5,426.91,11.87,,,,,
2016-08-01,621.87,3.941,0.006,2170.84,728.64,425.49,12.44,,,,,
2016-08-02,607,3.881,0.0057,2157.03,735.61,424.13,13.37,,,,,
2016-08-03,513.43,3.503,0.0057,2163.79,731.39,423.96,12.86,,,,,
2016-08-04,566.44,3.703,0.0056,2164.25,732.84,425.21,12.42,,,,,
2016-08-05,576.22,3.723,0.0061,2182.87,720.52,423.61,11.39,,,,,
2016-08-08,590.85,3.762,0.0062,2180.89,718.87,424.25,11.5,,,,,
2016-08-09,589.24,3.776,0.006,2181.74,721.77,425.69,11.66,,,,,
2016-08-10,585.25,3.74,0.0063,2175.49,724.57,426.69,12.05,,,,,
2016-08-11,590.94,3.755,0.0062,2185.79,723.56,425.14,11.68,,,,,
2016-08-12,587.84,3.746,0.0061,2184.05,719.92,426.68,11.55,,,,,
2016-08-15,569.06,3.622,0.0059,2190.15,722.24,426.03,11.81,,,,,
2016-08-16,566.95,3.575,0.0062,2178.15,727.28,425.62,12.64,,,,,
2016-08-17,580.19,3.631,0.0062,2182.22,722.95,426.29,12.19,,,,,
2016-08-18,572.34,3.589,0.0061,2187.02,727.46,427.06,11.43,,,,,
2016-08-19,573.39,3.596,0.0059,2183.87,721.57,426.27,11.34,,,,,
2016-08-22,580.66,3.61,0.006,2182.64,720.08,427.75,12.27,,,,,
2016-08-23,587.47,3.656,0.0057,2186.9,721.54,427.81,12.38,,,,,
2016-08-24,583.56,3.944,0.0058,2175.44,712.75,427.83,13.45,,,,,
2016-08-25,579.66,3.837,0.0061,2172.47,710.03,427.32,13.63,,,,,
2016-08-26,577.96,3.794,0.0062,2169.04,710.73,426.11,13.65,,,,,
2016-08-29,574.98,3.734,0.0061,2180.38,711.39,428.19,12.94,,,,,
2016-08-30,574.23,3.765,0.0065,2176.12,705.72,427.87,13.12,,,,,
2016-08-31,577.32,3.803,0.006,2170.95,702.99,427.83,13.42,,,,,
2016-09-01,573.88,3.788,0.006,2170.86,706.05,427.68,13.48,,,,,
2016-09-02,571.99,3.816,0.0059,2179.98,711.2,426.86,11.98,,,,,
2016-09-06,605.76,3.965,0.0059,2186.48,725.86,428.28,12.02,,,,,
2016-09-07,610.44,3.948,0.006,2186.16,723.3,428.15,11.94,,,,,
2016-09-08,613.21,3.954,0.0059,2181.3,719.23,425.83,12.51,,,,,
2016-09-09,625.57,3.974,0.0059,2127.81,715.43,423.94,17.5,,,,,
2016-09-12,605.61,3.85,0.0058,2159.04,710.68,423.74,15.16,,,,,
2016-09-13,607.98,3.809,0.0059,2127.02,709.67,421.74,17.85,,,,,
2016-09-14,608.61,3.812,0.0059,2125.77,710.96,422.82,18.14,,,,,
2016-09-15,609.54,3.822,0.0061,2147.26,706.63,422.46,16.3,,,,,
2016-09-16,608.11,3.802,0.0091,2139.16,702.45,422.66,15.37,,,,,
2016-09-19,610.7,3.829,0.007,2139.12,706.55,423.04,15.53,,,,,
2016-09-20,609.85,3.822,0.007,2139.76,706.77,423.42,15.92,,,,,
2016-09-21,609.24,3.827,0.0068,2163.12,713.85,424.15,13.3,,,,,
2016-09-22,597.16,3.772,0.0068,2177.18,720.99,425.66,12.02,,,,,
2016-09-23,595.63,3.757,0.0068,2164.69,719.39,426.26,12.29,,,,,
2016-09-26,601.49,3.798,0.0082,2146.1,720.69,426.75,14.5,,,,,
2016-09-27,606.54,3.848,0.0077,2159.93,713.35,427.65,13.1,,,,,
2016-09-28,605.47,3.843,0.0084,2171.37,709.76,427.49,12.39,,,,,
2016-09-29,604.67,3.834,0.0087,2151.13,711,427.97,14.02,,,,,
2016-09-30,604.7,3.842,0.0091,2168.27,706.24,426.59,13.29,,,,,
2016-10-03,610.69,3.835,0.008,2161.2,703.89,426.6,13.57,,,,,
2016-10-04,611.6,3.828,0.0082,2150.49,680.84,425.15,13.63,,,,,
2016-10-05,608.96,3.828,0.0078,2159.73,680.26,424.67,12.99,,,,,
2016-10-06,611.82,3.837,0.0073,2160.77,671.9,424.39,12.84,,,,,
2016-10-07,610.97,3.823,0.0075,2153.74,671.31,424.51,13.48,,,,,
2016-10-10,615.77,3.805,0.0075,2163.66,675.89,424.47,13.38,,,,,
2016-10-11,617.29,3.773,0.0081,2136.73,673.48,424.43,15.36,,,,,
2016-10-12,640.45,3.807,0.0078,2139.18,672.36,424.14,15.91,,,,,
2016-10-13,635.99,3.795,0.0079,2132.55,674.41,425.18,16.69,,,,,
2016-10-14,635.6,3.879,0.008,2132.98,673.29,423.6,16.12,,,,,
2016-10-17,640.12,3.863,0.008,2126.5,673.9,424.68,16.21,,,,,
2016-10-18,637.37,3.84,0.0081,2139.6,677.28,425.38,15.28,,,,,
2016-10-19,635.34,3.815,0.0084,2144.29,681.04,425.65,14.41,,,,,
2016-10-20,629.06,3.789,0.0086,2141.34,679.76,425.92,13.75,,,,,
2016-10-21,628.34,3.771,0.0092,2141.16,679.87,425.94,13.34,,,,,
2016-10-24,653.03,3.883,0.0089,2151.33,677.75,425.4,13.02,,,,,
2016-10-25,650.49,3.845,0.0089,2143.16,683.06,425.55,13.46,,,,,
2016-10-26,651,3.853,0.0089,2139.43,679.32,424.39,14.24,,,,,
2016-10-27,674.67,3.923,0.0088,2133.04,680.88,422.97,15.36,,,,,
2016-10-28,682.3,3.984,0.0083,2126.41,684.8,422.7,16.19,,,,,
2016-10-31,697.27,3.964,0.008,2126.15,682.84,423.11,17.06,,,,,
2016-11-01,698.67,3.964,0.008,2111.72,690.83,423.06,18.56,,,,,
2016-11-02,726.76,4.063,0.008,2097.94,701.67,422.91,19.32,,,,,
2016-11-03,733.51,4.082,0.0082,2088.66,699.05,422.21,22.08,,,,,
2016-11-04,684.87,3.828,0.0081,2085.18,699.7,422.88,22.51,,,,,
2016-11-07,709.91,3.869,0.0081,2131.52,686.26,422.37,18.71,,,,,
2016-11-08,705.4,3.842,0.0083,2139.56,683.62,421.72,18.74,,,,,
2016-11-09,710.9,3.824,0.0083,2163.26,683.09,416.57,14.38,,,,,
2016-11-10,721.42,3.846,0.0082,2167.48,679.14,416.23,14.74,,,,,
2016-11-11,714.57,3.804,0.0082,2164.45,656.32,415.015,14.17,,,,,
2016-11-14,701.97,3.854,0.008,2164.2,655.06,413.8,14.48,,,,,
2016-11-15,704.56,3.86,0.0079,2180.39,656.62,413.77,13.37,,,,,
2016-11-16,711.1,3.867,0.0077,2176.94,656.36,414.65,13.72,,,,,
2016-11-17,740.28,3.888,0.0077,2187.12,652.46,413.31,13.35,,,,,
2016-11-18,737.53,3.884,0.0078,2181.9,648.19,411.96,12.85,,,,,
2016-11-21,728.51,3.878,0.0077,2198.18,648.81,411.9,12.42,,,,,
2016-11-22,736.19,3.923,0.0074,2202.94,649.57,412.2,12.41,,,,,
2016-11-23,749.34,3.912,0.0074,2204.72,637.96,411.64,12.43,,,,,
2016-11-25,735.31,3.865,0.0069,2213.35,631.88,411.61,12.34,,,,,
2016-11-28,729.42,3.86,0.0068,2201.72,638.76,412.91,13.15,,,,,
2016-11-29,733.3,3.868,0.0068,2204.66,637.16,413.65,12.9,,,,,
2016-11-30,732.56,3.841,0.0067,2198.81,628.13,412.5,13.33,,,,,
2016-12-01,742.49,3.866,0.0068,2191.08,625.73,411,14.07,,,,,
2016-12-02,752.63,3.887,0.0066,2191.95,630.23,412.17,14.12,,,,,
2016-12-05,766.39,3.892,0.0064,2204.71,629.56,412.53,12.14,,,,,
2016-12-06,754.34,3.495,0.0063,2212.23,626.14,412.34,11.79,,,,,
2016-12-07,758.21,3.499,0.0067,2241.35,630.11,413.89,12.22,,,,,
2016-12-08,765.56,3.63,0.007,2246.19,627.39,412.97,12.64,,,,,
2016-12-09,768.49,3.667,0.007,2259.53,621.78,411.44,11.75,,,,,
2016-12-12,767.91,3.633,0.0068,2256.96,623.89,411.58,12.64,,,,,
2016-12-13,778.47,3.65,0.0067,2271.72,620.26,411.91,12.72,,,,,
2016-12-14,778.74,3.633,0.0067,2253.28,622.79,411.4,13.19,,,,,
2016-12-15,776.5,3.61,0.0068,2262.03,604.65,410.73,12.79,,,,,
2016-12-16,775.21,3.629,0.0066,2258.07,608.73,410.08,12.2,,,,,
2016-12-19,789.01,3.664,0.0065,2262.53,611.59,411.67,11.71,,,,,
2016-12-20,789.79,3.641,0.0065,2270.76,606.73,411,11.45,,,,,
2016-12-21,799.1,3.641,0.0065,2265.18,606.53,411.7,11.27,,,,,
2016-12-22,829.21,3.63,0.0066,2260.96,605.2,411.84,11.43,,,,,
2016-12-23,860.15,3.669,0.0064,2263.79,606.76,412.33,11.44,,,,,
2016-12-27,898.38,4.199,0.0063,2268.88,609.58,411.75,11.99,,,,,
2016-12-28,925.78,4.304,0.0061,2249.92,610.71,413.19,12.95,,,,,
2016-12-29,972.17,4.424,0.0062,2249.26,619.93,413.87,13.37,,,,,
2016-12-30,971.08,4.469,0.0065,2238.83,616.51,414.9,14.04,,,,,
2017-01-03,1017.05,4.538,0.0063,2257.83,622.06,415.09,12.85,,,,,
2017-01-04,1033.3,4.513,0.0064,2270.75,623.84,415.55,11.85,,,,,
2017-01-05,1135.41,4.421,0.0064,2269,632.41,417.82,11.67,,,,,
2017-01-06,989.35,4.157,0.0063,2276.98,628.19,416.59,11.32,,,,,
2017-01-09,900.86,3.914,0.0063,2268.9,634.38,417.63,11.56,,,,,
2017-01-10,899.78,4.252,0.0062,2268.9,634.71,417.41,11.49,,,,,
2017-01-11,904.37,4.467,0.0068,2275.32,640.68,417.7,11.26,,,,,
2017-01-12,785.43,3.842,0.0065,2270.44,642.4,417.73,11.54,,,,,
2017-01-13,810.11,3.939,0.0064,2274.64,640.4,417.4,11.23,,,,,
2017-01-17,827.34,3.819,0.0071,2267.89,649.4,418.84,11.87,,,,,
2017-01-18,899.66,3.893,0.0068,2271.89,648.93,417.19,12.48,,,,,
2017-01-19,872.03,3.803,0.0068,2263.69,643.23,415.84,12.78,,,,,
2017-01-20,895.21,3.818,0.0068,2271.31,645.05,415.76,11.54,,,,,
2017-01-23,918.84,3.815,0.0068,2265.2,650.85,417.48,11.77,,,,,
2017-01-24,921.46,3.816,0.0067,2280.07,648.24,415.8,11.07,,,,,
2017-01-25,893.75,3.746,0.0065,2298.37,641.25,414.84,10.81,,,,,
2017-01-26,894.41,3.662,0.0065,2296.68,636.99,415.37,10.63,,,,,
2017-01-27,915.56,3.808,0.0063,2294.69,636.25,416.21,10.58,,,,,
2017-01-30,914.55,3.823,0.0063,2280.9,638.9,415.89,11.88,,,,,
2017-01-31,920.73,3.991,0.0065,2278.87,647.13,416.4,11.99,,,,,
2017-02-01,965.49,4.019,0.0064,2279.55,645.48,415.77,11.81,,,,,
2017-02-02,982.43,4,0.0065,2280.85,651.42,415.91,11.93,,,,,
2017-02-03,1003.97,4.031,0.0064,2297.42,652.18,415.49,10.97,,,,,
2017-02-06,1016.11,3.966,0.0063,2292.56,658.25,417.51,11.37,,,,,
2017-02-07,1024.67,3.926,0.0064,2293.08,660.39,418.14,11.29,,,,,
2017-02-08,1049.56,3.929,0.0064,2294.67,662.22,419.12,11.45,,,,,
2017-02-09,1055.49,3.925,0.0064,2307.87,660.79,417.77,10.88,,,,,
2017-02-10,978.96,3.669,0.0063,2316.1,660.31,417.61,10.85,,,,,
2017-02-13,996.52,3.725,0.0063,2328.25,654.95,417.32,11.07,,,,,
2017-02-14,995.36,3.737,0.0062,2337.58,654.74,416.67,10.74,,,,,
2017-02-15,1008.34,3.804,0.0062,2349.25,658.87,416.12,11.97,,,,,
2017-02-16,1008.19,3.812,0.0061,2347.22,663.42,417.42,11.76,,,,,
2017-02-17,1031.93,3.839,0.0059,2351.16,662.09,418,11.49,,,,,
2017-02-21,1077.56,3.735,0.006,2365.38,662.03,418.12,11.57,,,,,
2017-02-22,1119.03,3.776,0.0059,2362.82,659.04,418.36,11.74,,,,,
2017-02-23,1120.46,3.796,0.0058,2363.81,668.72,419.23,11.71,,,,,
2017-02-24,1171.91,3.796,0.0059,2367.34,672.42,421,11.47,,,,,
2017-02-27,1171.58,3.818,0.0057,2369.75,672.72,420.1,12.09,,,,,
2017-02-28,1188.83,3.829,0.0056,2363.64,670.11,420.52,12.92,,,,,
2017-03-01,1189.27,3.773,0.0056,2395.96,668.04,418.22,12.54,,,,,
2017-03-02,1222.66,3.804,0.0054,2381.92,658.91,417.9,11.81,,,,,
2017-03-03,1255.47,3.96,0.0061,2383.12,655.5,417.97,10.96,,,,,
2017-03-06,1271.22,3.969,0.006,2375.31,654.99,417.83,11.24,,,,,
2017-03-07,1277.01,4.047,0.006,2368.39,649.98,417.03,11.45,,,,,
2017-03-08,1232.69,3.965,0.0067,2362.98,646.41,415.75,11.86,,,,,
2017-03-09,1146.97,3.804,0.0065,2364.87,643.12,414.1,12.3,,,,,
2017-03-10,1191.33,3.885,0.0065,2372.6,642.14,414.54,11.66,,,,,
2017-03-13,1225.11,3.867,0.0063,2373.47,643.13,413.87,11.35,,,,,
2017-03-14,1238.19,4.358,0.0064,2365.45,642.77,414.04,12.3,,,,,
2017-03-15,1243.14,4.173,0.0064,2385.26,641.72,416.36,11.63,,,,,
2017-03-16,1253.43,4.262,0.0063,2381.38,655.8,416.09,11.21,,,,,
2017-03-17,1172.88,4.325,0.0063,2378.25,657.42,416.72,11.28,,,,,
2017-03-20,1022.6,3.983,0.0067,2373.47,659.59,417.48,11.34,,,,,
2017-03-21,1047.51,4.121,0.0069,2344.02,666.22,418.35,12.47,,,,,
2017-03-22,1121.29,4.09,0.0068,2348.45,667.94,419.09,12.81,,,,,
2017-03-23,1044.72,3.976,0.0072,2345.96,666.51,418.75,13.12,,,,,
2017-03-24,1035.03,4.02,0.011,2343.98,667.38,419.39,12.96,,,,,
2017-03-27,969.44,4.099,0.0094,2341.59,671.21,419.96,12.5,,,,,
2017-03-28,1045.14,4.105,0.0094,2358.57,671.22,419.23,11.53,,,,,
2017-03-29,1044.42,4.196,0.0096,2361.13,670.17,420.01,11.42,,,,,
2017-03-30,1041.9,4.319,0.0102,2368.06,665.49,419.49,11.54,,,,,
2017-03-31,1037.91,7.504,0.0138,2362.72,667.21,419.92,12.37,,,,,
2017-04-03,1097.4,8.224,0.0615,2358.84,668.75,420.92,12.38,,,,,
2017-04-04,1147.56,8.574,0.032,2360.16,671.11,420.78,11.79,,,,,
2017-04-05,1141.77,8.969,0.0379,2352.95,665.84,420.75,12.89,,,,,
2017-04-06,1129.87,12.39,0.0356,2357.49,668.42,421.19,12.39,,,,,
2017-04-07,1188.7,10.7,0.0332,2355.54,670.57,420.68,12.87,,,,,
2017-04-10,1204.34,9.206,0.0342,2357.16,668.8,421.17,14.05,,,,,
2017-04-11,1206.71,9.799,0.034,2353.78,679.64,422.79,15.07,,,,,
2017-04-12,1220.74,9.665,0.0332,2344.93,681.74,422.81,15.77,,,,,
2017-04-13,1212.53,11.6,0.0346,2328.95,687.3,424.19,15.96,,,,,
2017-04-17,1176.8,11.73,0.0331,2349.01,689.18,423.73,14.66,,,,,
2017-04-18,1194.01,11.26,0.0333,2342.19,690.37,425.45,14.42,,,,,
2017-04-19,1206.09,11.06,0.0328,2338.17,684.67,424.99,14.93,,,,,
2017-04-20,1215.2,10.29,0.0304,2355.84,684.9,424.08,14.15,,,,,
2017-04-21,1238.09,10.97,0.03,2348.69,687.74,424.19,14.63,,,,,
2017-04-24,1249.14,15.15,0.0314,2374.15,681.6,423.55,10.84,,,,,
2017-04-25,1248.18,14.87,0.0315,2388.61,676.12,422.45,10.76,,,,,
2017-04-26,1264.31,15.06,0.0322,2387.45,674.54,422.96,10.85,,,,,
2017-04-27,1286.63,14.89,0.0328,2388.77,675.46,423.33,10.36,,,,,
2017-04-28,1332.91,14.66,0.0352,2384.2,676.76,423.88,10.82,,,,,
2017-05-01,1351.91,15.63,0.0522,2388.33,669.97,422.65,10.11,,,,,
2017-05-02,1415.81,15.74,0.0538,2391.17,670.79,423.49,10.59,,,,,
2017-05-03,1445.93,15.57,0.0538,2388.13,666.27,423.62,10.68,,,,,
2017-05-04,1485.55,20.53,0.0611,2389.52,655.66,422.63,10.46,,,,,
2017-05-05,1516.76,22.95,0.08,2399.29,654.77,422.71,10.57,,,,,
2017-05-08,1554.45,29.5,0.1391,2399.38,654.93,422.47,9.77,,,,,
2017-05-09,1664.47,28.1,0.1917,2396.92,649.08,421.95,9.96,,,,,
2017-05-10,1697.5,31.77,0.1564,2399.63,650.59,422.11,10.21,,,,,
2017-05-11,1752.31,31.28,0.187,2394.44,653.42,422.56,10.6,,,,,
2017-05-12,1819.29,29.88,0.1837,2390.9,655.25,424.01,10.4,,,,,
2017-05-15,1772.55,28.07,0.2171,2402.32,656.52,424.15,10.42,,,,,
2017-05-16,1708.92,24.5,0.2631,2400.67,659.89,424.73,10.65,,,,,
2017-05-17,1729.34,22.83,0.325,2357.03,671.78,427.2,15.59,,,,,
2017-05-18,1801.3,25.06,0.375,2365.72,668.66,426.76,14.66,,,,,
2017-05-19,1880.99,27.88,0.3575,2381.73,669.05,426.77,12.04,,,,,
2017-05-22,2044.19,26.02,0.324,2394.02,673.36,426.75,10.93,,,,,
2017-05-23,2124.41,24.79,0.2988,2398.42,670.23,426.12,10.72,,,,,
2017-05-24,2272.58,31.36,0.3229,2404.39,668.97,426.47,10.02,,,,,
2017-05-25,2445.28,34.8,0.29,2415.07,670.75,426.74,9.99,,,,,
2017-05-26,2306.96,28.32,0.24,2415.82,676.94,426.93,9.81,,,,,
2017-05-30,2278.21,25.33,0.2324,2412.91,673.97,427.83,10.38,,,,,
2017-05-31,2192.55,23.89,0.2042,2411.8,679.16,428.48,10.41,,,,,
2017-06-01,2303.34,25.91,0.2475,2430.06,676.35,428.14,9.89,,,,,
2017-06-02,2412.65,27.55,0.3364,2439.07,681.75,429.58,9.75,,,,,
2017-06-05,2524.06,27.89,0.2941,2436.1,683.13,429.23,10.07,,,,,
2017-06-06,2704.96,30.78,0.2888,2429.33,691.03,430.08,10.45,,,,,
2017-06-07,2870.5,30.07,0.284,2433.14,688.76,429.44,10.39,,,,,
2017-06-08,2691.51,28.47,0.2762,2433.79,681.49,429.02,10.16,,,,,
2017-06-09,2798.78,29.9,0.2869,2431.77,677.19,429.02,10.7,,,,,
2017-06-12,2973.45,33.63,0.2701,2429.39,675.91,428.74,11.46,,,,,
2017-06-13,2656.77,28.98,0.2467,2440.35,675.77,429.04,10.42,,,,,
2017-06-14,2712.99,30.38,0.2626,2437.92,679.68,431.05,10.64,,,,,
2017-06-15,2467.27,29.19,0.2623,2432.46,668.35,430.63,10.9,,,,,
2017-06-16,2442.46,29.29,0.245,2433.15,669.38,430.75,10.38,,,,,
2017-06-19,2539.56,43.8,0.2651,2453.46,664.22,430.48,10.37,,,,,
2017-06-20,2616.82,47.37,0.281,2437.03,662.53,431.61,10.86,,,,,
2017-06-21,2754.38,45.68,0.308,2435.61,663.77,431.71,10.75,,,,,
2017-06-22,2677.62,44.5,0.2726,2434.5,665.71,431.69,10.48,,,,,
2017-06-23,2722.84,46.16,0.2779,2438.3,669.46,432.08,10.02,,,,,
2017-06-26,2541.62,41.28,0.2577,2439.07,664.19,432.61,9.9,,,,,
2017-06-27,2446.05,38.53,0.2461,2419.38,664.47,431.47,11.06,,,,,
2017-06-28,2583.75,40.24,0.2618,2440.69,665.66,430.92,10.03,,,,,
2017-06-29,2577.74,41.89,0.2686,2419.7,663.92,430.26,11.44,,,,,
2017-06-30,2558.37,40.13,0.2561,2423.41,662.08,429.64,11.18,,,,,
2017-07-03,2536.46,41.26,0.2537,2429.01,649.82,428.91,11.22,,,,,
2017-07-05,2617.32,54.51,0.2473,2432.54,651.19,429.33,11.07,,,,,
2017-07-06,2627.86,52.92,0.252,2409.75,652.06,428.73,12.54,,,,,
2017-07-07,2614.24,51.04,0.2506,2425.18,644.83,428.29,11.19,,,,,
2017-07-10,2511.43,48.63,0.2261,2427.43,646.75,428.85,11.11,,,,,
2017-07-11,2344.02,45,0.1883,2425.53,647.57,429.02,10.89,,,,,
2017-07-12,2324.29,43.98,0.1778,2443.25,649.93,430.12,10.3,,,,,
2017-07-13,2403.09,47.14,0.1958,2447.83,648.93,429.82,9.9,,,,,
2017-07-14,2362.44,45.69,0.1925,2459.27,654.36,430.39,9.51,,,,,
2017-07-17,1914.09,40.7,0.1461,2459.14,657.7,431.17,9.82,,,,,
2017-07-18,2233.39,42.17,0.1723,2460.61,662.02,432.32,9.89,,,,,
2017-07-19,2320.23,43.35,0.1788,2473.83,662.04,432.45,9.79,,,,,
2017-07-20,2282.58,40.11,0.163,2473.45,663.8,432.72,9.58,,,,,
2017-07-21,2866.02,44.35,0.1925,2472.54,668.54,433.72,9.36,,,,,
2017-07-24,2756.61,44.67,0.1966,2469.91,668.44,433.33,9.43,,,,,
2017-07-25,2763.42,44.77,0.1915,2477.13,667.3,431.61,9.43,,,,,
2017-07-26,2582.58,42.3,0.1744,2477.83,665.78,432.61,9.6,,,,,
2017-07-27,2559.21,42.03,0.1723,2475.42,671.58,432.01,10.11,,,,,
2017-07-28,2691.88,41.89,0.1725,2472.1,676.27,432.69,10.29,,,,,
2017-07-31,2766.49,40.61,0.1633,2470.3,675.33,432.66,10.26,,,,,
2017-08-01,2883.27,42.38,0.1648,2476.35,678.53,433.88,10.09,,,,,
2017-08-02,2746.99,43.16,0.1776,2477.57,678.02,433.52,10.28,,,,,
2017-08-03,2720.53,41.92,0.1709,2472.16,675.92,434.25,10.44,,,,,
2017-08-04,2809.99,42.75,0.1748,2476.83,670.74,433.53,10.03,,,,,
2017-08-07,3232.03,45.56,0.1802,2480.91,670.86,433.33,9.93,,,,,
2017-08-08,3401.91,46.11,0.1782,2474.92,669.76,432.37,10.96,,,,,
2017-08-09,3429.38,49.13,0.1967,2474.02,678.64,432.48,11.11,,,,,
2017-08-10,3348.79,47.78,0.1841,2438.21,684.39,432.67,16.04,,,,,
2017-08-11,3425.67,46.97,0.1809,2441.32,686.48,432.62,15.51,,,,,
2017-08-14,4062.6,45.49,0.1657,2465.84,684.63,432.37,12.33,,,,,
2017-08-15,4327.94,45.7,0.1683,2464.61,678.97,431.96,12.04,,,,,
2017-08-16,4161.66,43.17,0.1577,2468.11,680.69,433.09,11.74,,,,,
2017-08-17,4387.4,43.97,0.1603,2430.01,685.75,433.63,15.55,,,,,
2017-08-18,4278.92,43.83,0.1578,2425.55,685.34,433.44,14.26,,,,,
2017-08-21,4066.6,45.81,0.1587,2428.37,688.11,433.85,13.19,,,,,
2017-08-22,4005.1,48.09,0.1958,2452.51,685.1,433.18,11.35,,,,,
2017-08-23,4089.7,46.4,0.2421,2444.04,687.08,434.15,12.25,,,,,
2017-08-24,4141.09,53.44,0.2457,2438.97,685.67,433.88,12.23,,,,,
2017-08-25,4318.35,50.36,0.2173,2443.05,688.82,434.38,11.28,,,,,
2017-08-28,4345.75,61.08,0.2017,2444.24,698.11,434.64,11.32,,,,,
2017-08-29,4390.31,62.36,0.2252,2446.3,700.04,434.77,11.7,,,,,
2017-08-30,4597.31,63.76,0.2199,2457.59,697.51,434.86,11.22,,,,,
2017-08-31,4583.02,65.97,0.2319,2471.65,701.83,435.47,10.59,,,,,
2017-09-01,4735.11,73.03,0.2593,2476.55,706.21,434.57,10.13,,,,,
2017-09-05,4267.45,68.89,0.2045,2457.85,713.77,436.65,12.23,,,,,
2017-09-06,4409.08,73.73,0.2168,2465.54,710.87,435.61,11.63,,,,,
2017-09-07,4618.71,81.44,0.2314,2465.1,716.89,436.66,11.55,,,,,
